stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_desc,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
17996,17996,Irving St & 8th Ave,37.764038,-122.465428,,,https://www.sfmta.com/17996,,,,0,
15124,15124,Irving St & Arguello Blvd,37.764366,-122.458024,,,https://www.sfmta.com/15124,,,,0,
15145,15145,Jackson St & Divisadero St,37.791724,-122.440888,,,https://www.sfmta.com/15145,,,,0,
15147,15147,Jackson St & Fillmore St,37.792529,-122.434676,,,https://www.sfmta.com/15147,,,,0,
15151,15151,Jackson St & Hyde St,37.794605,-122.418293,,,https://www.sfmta.com/15151,,,,0,
15150,15150,Jackson St & Hyde St,37.79464,-122.417994,,,https://www.sfmta.com/15150,,,,0,
15152,15152,Jackson St & Jones St,37.795041,-122.414842,,,https://www.sfmta.com/15152,,,,0,
15154,15154,Jackson St & Leavenworth St,37.794854,-122.416366,,,https://www.sfmta.com/15154,,,,0,
15156,15156,Jackson St & Mason St,37.79545,-122.411712,,,https://www.sfmta.com/15156,,,,0,
15158,15158,Jackson St & Polk St,37.79419,-122.42129,,,https://www.sfmta.com/15158,,,,0,
15160,15160,Jackson St & Scott St,37.791932,-122.43924,,,https://www.sfmta.com/15160,,,,0,
15161,15161,Jackson St & Scott St,37.791772,-122.439612,,,https://www.sfmta.com/15161,,,,0,
15163,15163,Jackson St & Steiner St,37.792201,-122.43632,,,https://www.sfmta.com/15163,,,,0,
15162,15162,Jackson St & Steiner St,37.79235,-122.436109,,,https://www.sfmta.com/15162,,,,0,
15164,15164,Jackson St & Taylor St,37.795255,-122.413202,,,https://www.sfmta.com/15164,,,,0,
15165,15165,Jackson St & Van Ness Ave,37.793999,-122.422867,,,https://www.sfmta.com/15165,,,,0,
15166,15166,Jackson St & Van Ness Ave,37.793954,-122.423154,,,https://www.sfmta.com/15166,,,,0,
15167,15167,Jackson St & Webster St,37.792716,-122.433025,,,https://www.sfmta.com/15167,,,,0,
15173,15173,Jefferson St & Divisadero St,37.804557,-122.443892,,,https://www.sfmta.com/15173,,,,0,
15174,15174,Jefferson St & Powell St,37.808594,-122.413357,,,https://www.sfmta.com/15174,,,,0,
15175,15175,Jefferson St & Taylor St,37.80832,-122.415514,,,https://www.sfmta.com/15175,,,,0,
18051,18051,Jerrold Ave & Donahue St,37.728191,-122.370807,,,https://www.sfmta.com/18051,,,,0,
15131,15131,John Muir Dr & Skyline Blvd,37.718996,-122.500028,,,https://www.sfmta.com/15131,,,,0,
15132,15132,John Muir Dr & Skyline Blvd,37.718738,-122.499913,,,https://www.sfmta.com/15132,,,,0,
15184,15184,Jones St & Beach St,37.807132,-122.417324,,,https://www.sfmta.com/15184,,,,0,
18049,18049,Jones St & Ellis St,37.784806,-122.412829,,,https://www.sfmta.com/18049,,,,0,
15185,15185,Jones St & Geary St,37.78686,-122.41325,,,https://www.sfmta.com/15185,,,,0,
17977,17977,"Jones St & O'Farrell St",37.785743,-122.413023,,,https://www.sfmta.com/17977,,,,0,
15186,15186,Jones St & Post St,37.78781,-122.41344,,,https://www.sfmta.com/15186,,,,0,
15187,15187,Jones St & Sutter St,37.78869,-122.41361,,,https://www.sfmta.com/15187,,,,0,
18050,18050,Jones St & Turk St,37.782959,-122.412463,,,https://www.sfmta.com/18050,,,,0,
15170,15170,Juan Bautista Cir & Font Blvd,37.718691,-122.478427,,,https://www.sfmta.com/15170,,,,0,
17078,17078,Juan Bautista Cir & Font Blvd,37.71749,-122.47744,,,https://www.sfmta.com/17078,,,,0,
17219,17219,Judah/La Playa/Ocean Beach,37.760349,-122.508685,,,https://www.sfmta.com/17219,,,,0,
